feature,mean,sample_standard_deviation
terra,0.051958420665345777,0.033320213902291104
letto,0.042887505747952227,0.017336591350247958
uomini,0.033077056313628429,0.02619959502088821
vecchio,0.052514549201387491,0.026481018996533847
avete,0.037837005816937115,0.026360235652703776
vide,0.040898052440045393,0.036068684511608558
agli,0.036619216098020803,0.015738315382325542
giovine,0.02738997457847905,0.03266350213431337
anima,0.046541683558298547,0.035600663150037758
lontano,0.040054851066759441,0.012784126868663431
qua,0.047072104671171004,0.053753939275689
quest,0.040896795255822495,0.021143841547818915
presto,0.031459844580753023,0.021951093329674504
burattino,0.079611258175060054,0.19458179757364902
parlare,0.037503290720315413,0.024978936558611664
bel,0.039845732687219367,0.033165947134263581
cominciò,0.048255374985755266,0.058369895637508211
lungo,0.042842497076956247,0.015265763782723603
potuto,0.030643783832620425,0.018870470798815337
mattina,0.038095863180580912,0.022149016362255407
avevano,0.042572463782527659,0.017102110795789074
hai,0.050387764635980603,0.043815644980436094
miei,0.040845422578131743,0.045088932601754374
paura,0.041949892091279216,0.031210643585173115
v,0.02243731986025492,0.020736422243201783
forza,0.029660194272400454,0.013835768069853408
acqua,0.052605613921107658,0.050736901103667097
domandò,0.046847740115500809,0.049533545413028124
tante,0.030695848435337788,0.019979563726949329
vicino,0.029909418494267662,0.012982962757273802
luogo,0.020481997778857928,0.024090459976636124
quattro,0.039117696242682,0.029369924174460476
forte,0.038721114474227908,0.010231381669952721
moglie,0.038251200745969535,0.025413838750200115
stata,0.026543059278145931,0.013281097165059924
dico,0.026618973347463399,0.017336812357806475
dai,0.040136907296184486,0.021735563515904048
fin,0.028497238099487791,0.018025130770143314
prese,0.033710389939863424,0.016837822113599799
uscio,0.024714111854014394,0.01503848632546457
yves,0.047416980100941912,0.11614740639101127
indietro,0.02707193653234315,0.019327296627902064
niente,0.034994300651426079,0.027885854395660464
silenzio,0.040511924127351447,0.03236372182397719
sola,0.036624652251776975,0.025497462431313851
fatti,0.025012361754113727,0.017717330867898357
amore,0.038613721580191523,0.038294188696496013
animo,0.02263021501195062,0.016813381946049904
stessa,0.031474202953801649,0.025925556421771731
fatta,0.026272440595666625,0.012231190724470297
invece,0.055877540473857963,0.059215195043264161
morto,0.050137200437560869,0.041645107682206806
giacobbe,0.048986747795596343,0.11999253625761971
giù,0.036921779157202447,0.020904227620705981
voluto,0.028715413528670335,0.011676326634800366
parve,0.034445807454206591,0.02274122330197819
rodrigo,0.012738948961775659,0.031203924815707895
eh,0.032404498794686612,0.027850094092901911
veniva,0.025352873645067487,0.017019001138905917
visto,0.027187672815979159,0.017415911887018114
finalmente,0.02972087542547228,0.017658113039964386
ragione,0.031502320293374832,0.014632708340325186
sapeva,0.033283758566056754,0.016625126247158274
tale,0.023202831699819199,0.02216086470531644
anch,0.033046236129452289,0.016019784408170073
vecchia,0.034963007144031118,0.025468961908836345
persona,0.027614122484482043,0.023681829372681845
pochi,0.028585254888170378,0.015436826293901027
milano,0.012896058216818662,0.027922485499110247
ancor,0.021361176742116281,0.015896717093031563
bisogna,0.028105391880660701,0.019716841032395589
braccio,0.029973322040411487,0.011138893086606106
ebbe,0.033722525264608401,0.030515432528707819
fondo,0.034054822574246732,0.012360351067873664
accanto,0.029579546696465887,0.029742601337758686
piazza,0.02825247210132208,0.035285667813225494
ebbene,0.039110511447787287,0.061229581840096366
fine,0.033404341759768121,0.016640771602019485
venne,0.031108940606561608,0.014462307522424835
almeno,0.030858949268557551,0.012813336998346426
cane,0.053340068393291938,0.057890017570055255
pur,0.02823176371406071,0.015505587212598699
sui,0.027869782571464923,0.029014920293260537
padrone,0.026399189130638146,0.017854490355828378
fossero,0.0284634704506436,0.0097447084265656295
piccolo,0.037022901097683872,0.021943851196780932
posto,0.031831696870021138,0.01488742328451334
braccia,0.029782579520076295,0.0066342567089932485
morte,0.037199685769276208,0.022338868740164795
nuova,0.023524620619299458,0.0092826605188461534
posso,0.029548496237380359,0.013727657227585701
sull,0.028238427418245334,0.015472822242367866
sole,0.037873374923186098,0.028494596696673997
spalle,0.03098729543811965,0.010604250844003408
tanti,0.031977458865394007,0.022014446207140385
gridò,0.040939858654541604,0.050347376323849273
sapere,0.030421820149433704,0.01308713793422743
soltanto,0.032676829375910939,0.02138764256283452
alcuni,0.02648833050112866,0.0087359951898679494
occhio,0.02471627645902108,0.011097401351406876
pezzo,0.030056947045930316,0.017526086707977773
topler,0.040451773984419369,0.099086205452218662
vuol,0.026729663048435191,0.011636731270174698
ce,0.021574895729274693,0.013440134140851325
molti,0.022694634604940051,0.0087672469939805431
nostro,0.025331469425678193,0.015203221904558285
potesse,0.018358766798292639,0.015789969134866643
riprese,0.024899681697862431,0.012245098262113263
idea,0.026106628993123868,0.027436650033005001
secondo,0.022590715082890459,0.011902339848688947
passo,0.022769844278540823,0.011944104150302975
coi,0.040438220530790582,0.030142079161595926
avrei,0.032073665797661008,0.043626895550194507
fronte,0.028300450843645259,0.01838995347519853
pensare,0.024869021726051748,0.0071937098400314927
storia,0.018549542276599922,0.016643127190405442
piccola,0.036660028286106872,0.017727418425153792
sentiva,0.028284248541473881,0.024769582020524237
tal,0.01907150575371103,0.013651144758093805
amici,0.027813496263146911,0.011357525166332889
andar,0.019317051391073554,0.013192836781284828
famiglia,0.023358486618213187,0.016352694599642854
vidi,0.027843688245968324,0.037443957001618372
alzò,0.025240465663529884,0.017080025758871329
anzi,0.025705608586551465,0.015428274214785057
diede,0.018615229163251076,0.01628641703481179
fanno,0.023767640056130787,0.014321633175125059
guardò,0.032117102533108212,0.021880033958569248
nei,0.031324173238220399,0.022327265197268673
segno,0.023007496184816512,0.014304448492977661
fratello,0.033852642528672101,0.051802399282367177
miss,0.041487020485045378,0.078054051810329955
appunto,0.021018858403767337,0.010719821374272251
carrozza,0.021090236020725631,0.015999583715588184
grandi,0.031773187657723176,0.020909739092513379
grazia,0.027417272084177897,0.016992583462727008
persone,0.021989646745931998,0.0128383901929365
siete,0.022211751865830878,0.018715909170468482
capelli,0.03137457456948229,0.01739888458242422
cristoforo,0.010459051712363701,0.024840221908773857
linea,0.021554263333425944,0.042435833792757643
siamo,0.029523792914622565,0.011604687757738869
diavolo,0.023009416260789863,0.02671230469320918
dicendo,0.020900912992405072,0.0073634508861026068
passi,0.02504553304132795,0.010070701385466185
preso,0.028202845014069611,0.010262865733592594
maniera,0.011818420831187094,0.021450076192864192
veder,0.019803344999794966,0.0091446049074119969
marito,0.031758956294074936,0.023148995945171617
vedeva,0.024411543963977416,0.0071290834778372104
brontu,0.038100803841019382,0.093327528200370893
esclamò,0.021341241714079012,0.011239412897315563
caro,0.034417198333685547,0.020772927207580016
signori,0.020774709942032753,0.012190449081820307
zio,0.029601028399776325,0.054939684117411125
abbia,0.02138593448427754,0.014014780843021438
avevan,0.012776986412397835,0.017927760827541106
bachisia,0.037527859422357437,0.091924106723673585
chiesa,0.020246830758819005,0.016645982338959708
davvero,0.032407550928640345,0.034462003159640209
pare,0.028326509845691541,0.010630625569295142
sentimento,0.01969271559500799,0.017462193121487734
addosso,0.019697226891985282,0.011392444367973745
dar,0.018885269219307103,0.012228014326838605
lettera,0.02526344573363587,0.029276726152504259
messo,0.019811313006047885,0.0096946156756627776
vuoi,0.032517147301787203,0.035521843091308201
corso,0.01869587969476923,0.03432168314373437
essi,0.026318336822580151,0.023337394981474413
frate,0.010647885835476253,0.021802057818419981
petto,0.026229299842296008,0.010012934934343297
vista,0.022850149986759119,0.015368772052114168
pensieri,0.01707449502500686,0.013127958151956656
sentì,0.030672935238650098,0.034058049948694068
sta,0.026084984331171224,0.013290789419191065
venuto,0.024654779424953862,0.010916204307948912
anno,0.026977268946988316,0.025415458293851473
dolore,0.030554166458680407,0.026914028778982978
viaggio,0.028580618304261337,0.010482543431675737
conto,0.016750943456587165,0.014586523548731875
ero,0.028840882560861297,0.036935305407387459
fattorino,0.018238349168852374,0.044674649214401993
isidoro,0.036095498375702577,0.088415553031930313
avuto,0.019177238150291012,0.0090458987828778634
dare,0.021018818066476586,0.012368655847677372
volete,0.016289842878653028,0.016246799750513605
dato,0.020566848105007546,0.0070499788521371405
aspetto,0.020244198186966933,0.012814783949635639
avere,0.023846437393361664,0.015176319489066696
fretta,0.014001082652389857,0.016510387580494928
presso,0.025582569443785286,0.030221438330386204
resto,0.019015954691723385,0.0092474515843247434
figliuolo,0.025376426228067458,0.021519400586524629
