rank,token,token_utf8_bytes,aggregate_count,sample_standard_deviation,finite_sample_standard_deviation,positive_sample_standard_deviation
603,affatto,7,96,0.011573791926401537,true,true
604,cardinale,9,96,0.017310804019998259,true,true
605,carrozzone,10,96,0.033549970602924743,true,true
606,orecchio,8,96,0.0076590290653142882,true,true
607,allo,4,95,0.0097288355814199208,true,true
608,passare,7,95,0.00650718465298614,true,true
609,vivo,4,95,0.01532208374587273,true,true
610,bianco,6,94,0.011720844125947512,true,true
611,legno,5,94,0.05729710171844913,true,true
612,potè,5,94,0.0083985968499436549,true,true
613,prete,5,94,0.036377079576322566,true,true
614,ridere,6,94,0.022901572513058428,true,true
615,sogno,5,94,0.019613788815566923,true,true
616,basta,5,93,0.009574122099692774,true,true
617,innominato,10,93,0.017070382399181377,true,true
618,mesi,4,93,0.01171908495320809,true,true
619,sentito,7,93,0.010605147253756688,true,true
620,spesso,6,93,0.0092954991766962657,true,true
621,tornò,6,93,0.017149259246017644,true,true
622,fata,4,92,0.078636893470233032,true,true
623,figliuoli,9,92,0.022671959206834586,true,true
624,folla,5,92,0.0097546844561937386,true,true
625,morire,6,92,0.017254980682275368,true,true
626,pazienza,8,92,0.020575323766234499,true,true
627,ve,2,92,0.013171070761673601,true,true
628,voltò,6,92,0.011057656704580608,true,true
629,campo,5,91,0.026633655910768501,true,true
630,curiosità,10,91,0.012189264696016406,true,true
631,dieci,5,91,0.012500937654575607,true,true
632,matrimonio,10,90,0.020290410585299585,true,true
633,parti,5,90,0.0099861497037436308,true,true
634,veduto,6,90,0.011162259763240265,true,true
635,alta,4,89,0.015849988401297355,true,true
636,destra,6,89,0.007094468320118937,true,true
637,deve,4,89,0.0041491836903138459,true,true
638,facendo,7,89,0.0097046135032308935,true,true
639,nero,4,89,0.025422951418895098,true,true
640,nostri,6,89,0.011398422957525654,true,true
641,popolo,6,89,0.013118252581887974,true,true
642,primi,5,89,0.0076615810081680155,true,true
643,tuo,3,89,0.026197633170959522,true,true
644,buono,5,88,0.008281375840120446,true,true
645,occhiata,8,88,0.0099874429519584886,true,true
646,pensato,7,88,0.0096997379063136768,true,true
647,pericolo,8,88,0.0093269298147813234,true,true
648,potrebbe,8,88,0.0077574122119469869,true,true
649,qualcosa,8,88,0.01220860620969862,true,true
650,rimase,6,88,0.012885579296851316,true,true
651,vorrei,6,88,0.01992281484811385,true,true
652,castello,8,87,0.011923960853674268,true,true
653,certi,5,87,0.0074076543487146254,true,true
654,corse,5,87,0.009824956022593978,true,true
655,dejas,5,87,0.061048834236332832,true,true
656,pensò,6,87,0.015595666912971505,true,true
657,servizio,8,87,0.011191459438877433,true,true
658,cappello,8,86,0.018123887072433134,true,true
659,discorsi,8,86,0.009616210286181261,true,true
660,fuor,4,86,0.011356265737628263,true,true
661,guardare,8,86,0.0051431010288790222,true,true
662,infatti,7,86,0.0090197213875666607,true,true
663,mangiare,8,86,0.013120999221532467,true,true
664,parlato,7,86,0.012641412251533191,true,true
665,vedendo,7,86,0.0069101914564313341,true,true
666,parlava,7,85,0.013161220559955606,true,true
667,peggio,6,85,0.0084242434887222915,true,true
668,volle,5,85,0.0091120318549625049,true,true
669,babbo,5,84,0.072935382319825964,true,true
670,continuò,9,84,0.0063551815556259668,true,true
671,fame,4,84,0.033532208015029888,true,true
672,farà,5,84,0.014101344120476172,true,true
673,innanzi,7,84,0.019610978281308193,true,true
674,italia,6,84,0.025338930472960177,true,true
675,mamma,5,84,0.018637766176172771,true,true
676,nostra,6,84,0.0088928060241203477,true,true
677,ordine,6,84,0.011624101609552278,true,true
678,uscì,5,84,0.0068393578746969276,true,true
679,andato,6,83,0.0064947829662872925,true,true
680,fate,4,83,0.010545996488818966,true,true
681,morti,5,83,0.020008982282169137,true,true
682,ragazza,7,83,0.018985495493228623,true,true
683,tardi,5,83,0.014572353393307263,true,true
684,avessi,6,82,0.010824397612252188,true,true
685,effetto,7,82,0.0082659946870145898,true,true
686,mimma,5,82,0.091109489747807124,true,true
687,qual,4,82,0.0075786767164658644,true,true
688,quand,5,82,0.014950827020159966,true,true
689,sedere,6,82,0.0075143525340385705,true,true
690,senso,5,82,0.0089329462527283545,true,true
691,serio,5,82,0.0027488631174343199,true,true
692,star,4,82,0.0043572449612116282,true,true
693,trovava,7,82,0.009218538769682337,true,true
694,volto,5,82,0.017134182504926425,true,true
695,certe,5,81,0.0066975987126278967,true,true
696,dissi,5,81,0.022955623065723702,true,true
697,giovane,7,81,0.015620742252081436,true,true
698,guardando,9,81,0.0055110871171795079,true,true
699,libro,5,81,0.015396883490684684,true,true
700,occasione,9,81,0.0073695900241036848,true,true
701,tavola,6,81,0.010359697715618213,true,true
702,triste,6,81,0.014891893169263084,true,true
703,aperta,6,80,0.0076285632315281453,true,true
704,cavalli,7,80,0.019294012693226368,true,true
705,certa,5,80,0.0085367457397395752,true,true
706,contento,8,80,0.010008154464513469,true,true
707,dovuto,6,80,0.0068076011303992929,true,true
708,fortuna,7,80,0.013974616547808925,true,true
709,grosso,6,80,0.025465321943375713,true,true
710,idee,4,80,0.011388837572104916,true,true
711,quante,6,80,0.0078051796247026687,true,true
712,abbiamo,7,79,0.0055262859923732657,true,true
713,co,2,79,0.013313207635026547,true,true
714,cocchiere,9,79,0.023333681155251609,true,true
715,momenti,7,79,0.0059858436797404742,true,true
716,oste,4,79,0.013547037339537863,true,true
717,parenti,7,79,0.013286458121054437,true,true
718,sangue,6,79,0.011785354234817762,true,true
719,signorina,9,79,0.026782443069778582,true,true
720,spettacolo,10,79,0.014292451101911895,true,true
721,cavallo,7,78,0.019612406833669271,true,true
722,espressione,11,78,0.019418976723500434,true,true
723,fiori,5,78,0.011872629805763436,true,true
724,giardiniera,11,78,0.027655735227963139,true,true
725,incontro,8,78,0.0065020044197187637,true,true
726,panca,5,78,0.020971766588865348,true,true
727,vedete,6,78,0.010253021009569381,true,true
728,avessero,8,77,0.0079780014847784485,true,true
729,furono,6,77,0.0042067781617705956,true,true
730,guarda,6,77,0.01628580838093107,true,true
731,lasciò,7,77,0.0070087520031810726,true,true
732,piangere,8,77,0.021462367806121322,true,true
733,piena,5,77,0.0041932005341077227,true,true
734,portato,7,77,0.0025932652887542956,true,true
735,principio,9,77,0.0061561649999328687,true,true
736,dagli,5,76,0.0051534462427362503,true,true
737,dolce,5,76,0.017549131592752058,true,true
738,fermò,6,76,0.0032264161277746274,true,true
739,giudizio,8,76,0.0083958294999921142,true,true
740,natura,6,76,0.014589736562349657,true,true
741,opera,5,76,0.009651065235549627,true,true
742,poter,5,76,0.0088499350650488705,true,true
743,specie,6,76,0.0072601591737232723,true,true
744,tali,4,76,0.010171286340256663,true,true
745,terrore,7,76,0.0075760325423404407,true,true
746,torino,6,76,0.025099883635678125,true,true
747,vedo,4,76,0.0077292516788134242,true,true
748,viene,5,76,0.0085558623198816533,true,true
749,voci,4,76,0.0092780248383182162,true,true
750,vostro,6,76,0.0085160279626515442,true,true
751,cerca,5,75,0.0067498916080298479,true,true
752,coloro,6,75,0.0098942365594019057,true,true
753,domanda,7,75,0.0071692994238728401,true,true
754,dà,3,75,0.0068997411714744449,true,true
755,entrare,7,75,0.0031729095824251457,true,true
756,facesse,7,75,0.0062802556648588444,true,true
757,figlia,6,75,0.014316080697662237,true,true
758,memoria,7,75,0.011237530255333621,true,true
759,bello,5,74,0.0084533938807138491,true,true
760,campagna,8,74,0.011337736560636327,true,true
761,finestre,8,74,0.016646794609740098,true,true
762,giacchè,8,74,0.012296573108370233,true,true
763,orecchi,7,74,0.025490212207324062,true,true
764,piccoli,7,74,0.015644683227884558,true,true
765,sai,3,74,0.013202553269994281,true,true
766,sorte,5,74,0.0096317146808170793,true,true
767,stati,5,74,0.0067926403843464843,true,true
768,steele,6,74,0.048558802671948217,true,true
769,vento,5,74,0.010261167632070833,true,true
770,vino,4,74,0.012536661650226631,true,true
771,eppure,6,73,0.01195865575256832,true,true
772,freddo,6,73,0.013998500648133334,true,true
773,lasciato,8,73,0.0072781012107093115,true,true
774,lunga,5,73,0.004205170662111503,true,true
775,prender,7,73,0.0084810908112990906,true,true
776,scuola,6,73,0.049153103976929582,true,true
777,sospetto,8,73,0.0089249494580067902,true,true
778,sur,3,73,0.010650420296870806,true,true
779,tornare,7,73,0.011030914897563216,true,true
780,tuttavia,8,73,0.019021735843598155,true,true
781,visi,4,73,0.016028109027060668,true,true
782,volesse,7,73,0.0086644541374469794,true,true
783,aiuto,5,72,0.011335554417287326,true,true
784,bravi,5,72,0.012272958531735731,true,true
785,continuo,8,72,0.0076586727447231183,true,true
786,geppetto,8,72,0.072242127687274227,true,true
787,oltre,5,72,0.0103675074760575,true,true
788,piuttosto,9,72,0.0071073480458379622,true,true
789,punta,5,72,0.015075511356760682,true,true
790,quindi,6,72,0.016501812266162326,true,true
791,salire,6,72,0.012894990363485778,true,true
792,scrivere,8,72,0.016273415306645091,true,true
793,simile,6,72,0.0075928529086593862,true,true
794,volontà,8,72,0.010484990949800573,true,true
795,andate,6,71,0.010885327903301975,true,true
796,costui,6,71,0.0086376820402825107,true,true
797,giro,4,71,0.006888995255910006,true,true
798,passione,8,71,0.013859316972879936,true,true
799,pubblico,8,71,0.0078776129592287893,true,true
800,senz,4,71,0.0077697629103622799,true,true
801,sorridendo,10,71,0.012560084257343621,true,true
802,amor,4,70,0.0053163015795761543,true,true
803,assai,5,70,0.013908909608301568,true,true
804,avrà,5,70,0.0055902451204526814,true,true
805,bestia,6,70,0.032234467354119965,true,true
806,condannato,10,70,0.046872287371134143,true,true
807,convento,8,70,0.012059546743325341,true,true
808,parere,6,70,0.0079270567409240756,true,true
809,strade,6,70,0.0087197894978868259,true,true
810,venir,5,70,0.0069866237753884626,true,true
811,amica,5,69,0.033796991761746852,true,true
812,bambina,7,69,0.010200379697536717,true,true
813,benchè,7,69,0.016153866109203854,true,true
814,chiaro,6,69,0.006553802977994138,true,true
815,cioè,5,69,0.012383734844451067,true,true
816,credere,7,69,0.0062801332012420979,true,true
817,denti,5,69,0.012236247021394612,true,true
818,dubbio,6,69,0.0098295412832359284,true,true
819,furia,5,69,0.0095636017042902092,true,true
820,griso,5,69,0.012665122425199087,true,true
821,luna,4,69,0.017314245942471499,true,true
822,piede,5,69,0.006053158000370094,true,true
823,pieno,5,69,0.0093118025580767125,true,true
824,ragioni,7,69,0.007954515243791923,true,true
825,saper,5,69,0.0088756131429037367,true,true
826,venuta,6,69,0.010067563427658363,true,true
827,verde,5,69,0.012557754394505257,true,true
828,abbastanza,10,68,0.0066982713222868253,true,true
829,abbiam,6,68,0.012481569926283156,true,true
830,bravo,5,68,0.015561202972133179,true,true
831,comune,6,68,0.0067993230780338428,true,true
832,dica,4,68,0.010610327328950996,true,true
833,ognuno,6,68,0.011881506746172103,true,true
834,pensando,8,68,0.010299398253176587,true,true
835,ritto,5,68,0.01170292425190214,true,true
836,trovai,6,68,0.019667998103816368,true,true
837,vivere,6,68,0.0084657153648831692,true,true
838,colpa,5,67,0.0076871549566122233,true,true
839,compagno,8,67,0.0078067795892067708,true,true
840,federigo,8,67,0.012298017427367228,true,true
841,finito,6,67,0.0071600102369218524,true,true
842,nessun,6,67,0.005141070520450622,true,true
843,onore,5,67,0.0078386588648334341,true,true
844,rispetto,8,67,0.0063914637708662398,true,true
845,valle,5,67,0.013482124538300935,true,true
846,versi,5,67,0.033050998897103723,true,true
847,bassa,5,66,0.017177020141460688,true,true
848,carro,5,66,0.018794627443235228,true,true
849,giovani,7,66,0.0090336934770353268,true,true
850,grave,5,66,0.0074532123014427309,true,true
851,libri,5,66,0.012435486046859167,true,true
852,minuti,6,66,0.022003593229270584,true,true
853,poichè,7,66,0.012093611528567824,true,true
854,principe,8,66,0.010790901610228994,true,true
855,qualunque,9,66,0.0083601749284506078,true,true
856,sente,5,66,0.0079927700347903214,true,true
857,trovar,6,66,0.0091495411263054337,true,true
858,accento,7,65,0.012697138059418788,true,true
859,angolo,6,65,0.011897564992505881,true,true
860,bambini,7,65,0.01535484968606767,true,true
861,cara,4,65,0.025846501430441135,true,true
862,compassione,11,65,0.006766240330553383,true,true
863,fargli,6,65,0.0066964158187404728,true,true
864,generale,8,65,0.0066733599065893221,true,true
865,pianto,6,65,0.012868123909948313,true,true
866,proposito,9,65,0.0089285509603863993,true,true
867,risposi,7,65,0.032171149888865998,true,true
868,addio,5,64,0.01672257537559782,true,true
869,andiamo,7,64,0.0071209435753299133,true,true
870,bianca,6,64,0.0067596866756564865,true,true
871,facevano,8,64,0.0041746348376249208,true,true
872,ferrer,6,64,0.011747359930619442,true,true
873,improvviso,10,64,0.009356115782721202,true,true
874,mettere,7,64,0.0080038763010866678,true,true
875,passa,5,64,0.0051408380700624697,true,true
876,passava,7,64,0.0047734214725928606,true,true
877,rimasto,7,64,0.012946037488872414,true,true
878,rispondere,10,64,0.0076120898891242142,true,true
879,sala,4,64,0.015502062193696008,true,true
880,trovare,7,64,0.0074434273901591271,true,true
881,vecchi,6,64,0.013463271240703747,true,true
882,vestito,7,64,0.012366083178746908,true,true
883,alquanto,8,63,0.013083241128251419,true,true
884,cos,3,63,0.0066353724655437022,true,true
885,dovesse,7,63,0.0062454248133319689,true,true
886,esempio,7,63,0.0054682080256775864,true,true
887,galantuomo,10,63,0.010015646945238495,true,true
888,guerra,6,63,0.0088091828874519197,true,true
889,nera,4,63,0.010354902724950474,true,true
890,roba,4,63,0.0066878915693816873,true,true
891,segreto,7,63,0.012107323857998205,true,true
892,alcune,6,62,0.0046971630706986629,true,true
893,bimbo,5,62,0.017708022559442212,true,true
894,desiderio,9,62,0.0070971924472972032,true,true
895,diritto,7,62,0.0065432930785013698,true,true
896,giornata,8,62,0.0070161121697422148,true,true
897,lume,4,62,0.0039772400582096558,true,true
898,mese,4,62,0.010935928605377626,true,true
899,metter,6,62,0.0072149254300170789,true,true
900,pena,4,62,0.010656360101030393,true,true
901,qualcheduno,11,62,0.010323893456158513,true,true
902,t,1,62,0.0023610813733994504,true,true
903,venga,5,62,0.0073922861160799092,true,true
904,andata,6,61,0.0081824351376332798,true,true
905,arrivò,7,61,0.0059677962863892136,true,true
906,colpo,5,61,0.0059314918930134693,true,true
907,correre,7,61,0.020450861475068614,true,true
908,data,4,61,0.0062707191691132279,true,true
909,dirò,5,61,0.0063351486219596588,true,true
910,disgrazia,9,61,0.0078808996214719644,true,true
911,dottor,6,61,0.017199198330499255,true,true
912,ebbi,4,61,0.024824528459266755,true,true
913,fecero,6,61,0.0030491997545167584,true,true
914,figura,6,61,0.008528798583444552,true,true
915,importa,7,61,0.011081001745556264,true,true
916,lontana,7,61,0.0072882149810355353,true,true
917,medico,6,61,0.023705718338958633,true,true
918,pescatore,9,61,0.027605763963946275,true,true
919,rosso,5,61,0.012581354130936332,true,true
920,vergogna,8,61,0.0068468319300480519,true,true
921,avvenire,8,60,0.0060854414400473341,true,true
922,buoni,5,60,0.006554197798301532,true,true
923,fede,4,60,0.015328030465418273,true,true
924,festa,5,60,0.0080982365087004481,true,true
925,guai,4,60,0.0094323855741299447,true,true
926,intendere,9,60,0.0069887956705789664,true,true
927,morta,5,60,0.010317632257563903,true,true
928,primavera,9,60,0.025171118978500173,true,true
929,ricordo,7,60,0.0089355612135032358,true,true
930,vanno,5,60,0.0059081083442412852,true,true
931,venti,5,60,0.0073173727864193263,true,true
932,alzando,7,59,0.0063888128161792299,true,true
933,antica,6,59,0.0067694984518827713,true,true
934,canto,5,59,0.0053716853015460019,true,true
935,capitolo,8,59,0.00799396485659341,true,true
936,chiuso,6,59,0.0084963905325952296,true,true
937,devo,4,59,0.0095694237432872361,true,true
938,dottore,7,59,0.0098468468350881005,true,true
939,fatte,5,59,0.0071412773216820852,true,true
940,maraviglia,10,59,0.0078355928778946343,true,true
941,metteva,7,59,0.0048615594240522574,true,true
942,notizia,7,59,0.0049744626314593334,true,true
943,ripetè,7,59,0.017621689034451354,true,true
944,state,5,59,0.0066528580750673276,true,true
945,figlio,6,58,0.028306642769526297,true,true
946,guardia,7,58,0.0083948983825701904,true,true
947,mosse,5,58,0.0058127142123671977,true,true
948,notizie,7,58,0.00581820477230632,true,true
949,numero,6,58,0.0080045887281624262,true,true
950,perdono,7,58,0.0062844007570902497,true,true
951,terribile,9,58,0.0050804302399689973,true,true
952,tirò,5,58,0.0089753627854107926,true,true
953,essendo,7,57,0.0048397946245520972,true,true
954,pesce,5,57,0.053800122046801006,true,true
955,poche,5,57,0.0048429784675896566,true,true
956,riso,4,57,0.010156368836660101,true,true
957,riva,4,57,0.0048392264743885053,true,true
958,saputo,6,57,0.0046845523137514031,true,true
959,suono,5,57,0.0077653483834931383,true,true
960,tocca,5,57,0.0065805685739603421,true,true
961,trovarsi,8,57,0.0067896918568876074,true,true
962,vicina,6,57,0.0087481198612281291,true,true
963,arrivato,8,56,0.0062986711017573834,true,true
964,attenzione,10,56,0.0075303539192049032,true,true
965,cenno,5,56,0.0060145815103190593,true,true
966,dicono,6,56,0.0043387287741559061,true,true
967,età,4,56,0.0077755663614560936,true,true
968,farlo,5,56,0.0045891744559950938,true,true
969,immagine,8,56,0.0067732275157518507,true,true
970,muro,4,56,0.012104794378509665,true,true
971,nuove,5,56,0.0063114239774924438,true,true
972,rumore,6,56,0.0087193967421096367,true,true
973,sapevo,6,56,0.025940498612207263,true,true
974,sonno,5,56,0.010635597160814797,true,true
975,talvolta,8,56,0.0078948937666102302,true,true
976,tasca,5,56,0.0098675247253930572,true,true
977,avrebbero,9,55,0.0037714562907429339,true,true
978,bell,4,55,0.016425091213093899,true,true
979,coscienza,9,55,0.0095859246893524978,true,true
980,et,2,55,0.0092951369302875404,true,true
981,feci,4,55,0.016706395980029699,true,true
982,fiume,5,55,0.011868010561870524,true,true
983,gatto,5,55,0.041732765820456576,true,true
984,mezza,5,55,0.010013527619337905,true,true
985,seduto,6,55,0.0085478523347188272,true,true
986,stavano,7,55,0.0023326633545791417,true,true
987,tant,4,55,0.010448307171409937,true,true
988,tempi,5,55,0.007959232210042461,true,true
989,antico,6,54,0.0063659282104821116,true,true
990,aspetta,7,54,0.010349704637989359,true,true
991,caldo,5,54,0.015615643618404455,true,true
992,facevan,7,54,0.0074051855172451893,true,true
993,giusto,6,54,0.0046896013484451137,true,true
994,largo,5,54,0.0062148963028761306,true,true
995,lazzeretto,10,54,0.0099118349414601542,true,true
996,paolo,5,54,0.023897427454201439,true,true
997,porredda,8,54,0.037892379870827282,true,true
998,qualcuno,8,54,0.009964457864345232,true,true
999,scritto,7,54,0.011880236612913216,true,true
1000,soldi,5,54,0.014289349353332113,true,true
